ed,nta,nta22,nta18,votes22,voters22,dem,rep,t22,pct_dem,pct_rep,margin
35046,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,5440,810.0,621,4315,671.6049382716049,11.415441176470589,79.31985294117646,-67.90441176470587
35047,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,774,,1150,3990,,148.57881136950905,515.5038759689922,-366.9250645994832
35048,Jackson Heights,441.04534510433393,45.91655474199558,6404,,2938,5832,,45.877576514678324,91.06808244846971,-45.190505933791385
35049,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,2508,2.0,113,3821,125400.0,4.505582137161085,152.3524720893142,-147.8468899521531
35050,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,2488,,6073,4048,,244.09163987138263,162.7009646302251,81.39067524115754
35200,LaGuardia Airport,inf,41.350601295097135,1107,,7967,3770,,719.6928635953026,340.56007226738933,379.13279132791325
35201,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,2346,,2788,2388,,118.84057971014492,101.79028132992327,17.050298380221648
35203,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,7004,,5650,2292,,80.66818960593946,32.72415762421473,47.94403198172473
35204,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,4813,,1742,4580,,36.193642218990234,95.15894452524412,-58.96530230625389
35205,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,4451,,3822,1170,,85.86834419231633,26.28622781397439,59.58211637834194
35206,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,4144,,2877,1857,,69.42567567567568,44.811776061776065,24.613899613899612
35207,LaGuardia Airport,inf,41.350601295097135,2595,,1690,3624,,65.1252408477842,139.65317919075144,-74.52793834296725
35208,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,2553,,360,5034,,14.101057579318448,197.1797884841363,-183.07873090481786
35214,LaGuardia Airport,inf,41.350601295097135,7579,,7308,4958,,96.42433038659453,65.41760126665787,31.006729119936665
35217,LaGuardia Airport,inf,41.350601295097135,7527,,7620,4454,,101.23555201275408,59.173641557061245,42.06191045569284
35218,LaGuardia Airport,inf,41.350601295097135,3530,,3929,4990,,111.30311614730878,141.3597733711048,-30.056657223796023
35219,LaGuardia Airport,inf,41.350601295097135,2811,,5521,4012,,196.40697260761294,142.72500889363215,53.68196371398079
35220,LaGuardia Airport,inf,41.350601295097135,3170,,7783,1198,,245.5205047318612,37.791798107255524,207.72870662460568
35222,LaGuardia Airport,inf,41.350601295097135,8920,,4384,868,,49.14798206278027,9.730941704035875,39.4170403587444
35223,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,6872,,5975,5543,,86.94703143189756,80.66065192083818,6.28637951105938
35224,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,5789,,6705,3247,,115.82311280013819,56.08913456555536,59.73397823458283
35225,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,1845,,4552,1390,,246.72086720867208,75.33875338753387,171.3821138211382
35226,Rego Park,685.9747095449002,40.731476473769604,5091,,7271,432,,142.82066391671577,8.485562757807896,134.3351011589079
35227,LaGuardia Airport,inf,41.350601295097135,6778,,238,5068,,3.511360283269401,74.77131897314842,-71.25995868987903
35228,LaGuardia Airport,inf,41.350601295097135,990,,5271,1804,,532.4242424242424,182.22222222222223,350.20202020202015
35229,East Elmhurst,452.92047853624206,40.66640836884928,2254,,7266,4083,,322.360248447205,181.14463176574978,141.2156166814552
35230,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,5890,,2251,2749,,38.217317487266556,46.6723259762309,-8.455008488964346
35231,Flushing Meadows-Corona Park,5852.19589257504,41.91353082465973,5604,,7629,1416,,136.13490364025697,25.26766595289079,110.86723768736617
36001,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,2328,1697.0,2982,4363,137.183264584561,128.09278350515464,187.41408934707903,-59.321305841924385
36002,Astoria (Central),468.656395557148,52.563815494849976,8882,605.0,3023,1832,1468.099173553719,34.03512722359829,20.625985138482324,13.409142085115963
36003,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,6203,1852.0,7358,399,334.9352051835853,118.62002256972433,6.432371433177495,112.18765113654683
36004,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,2527,1188.0,2279,3965,212.7104377104377,90.18599129402453,156.90542144835774,-66.71943015433321
36005,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,7009,1784.0,2611,4475,392.8811659192825,37.252104437152234,63.84648309316593,-26.594378656013696
36006,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,6578,1496.0,1647,91,439.7058823529412,25.038005472788083,1.383399209486166,23.654606263301915
36007,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,8263,1544.0,2615,1906,535.1683937823834,31.647101536972045,23.066682802856107,8.580418734115938
36008,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,1411,1226.0,2497,3552,115.08972267536706,176.96669029057406,251.7363571934798,-74.76966690290573
36009,Astoria (Central),468.656395557148,52.563815494849976,2216,1086.0,3548,1763,204.05156537753223,160.10830324909747,79.55776173285199,80.55054151624549
36010,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,9091,232.0,4640,4270,3918.5344827586205,51.03948960510395,46.96953030469695,4.069959300407
36011,Astoria (Central),468.656395557148,52.563815494849976,9124,781.0,6740,3101,1168.2458386683738,73.87110916264795,33.98728627794827,39.88382288469968
36012,Astoria (Central),468.656395557148,52.563815494849976,4235,1169.0,1234,5381,362.2754491017964,29.138134592680046,127.06021251475796,-97.92207792207792
36013,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,5895,1510.0,2255,3172,390.3973509933775,38.25275657336726,53.808312128922815,-15.555555555555557
36014,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,8254,1571.0,7065,1340,525.3978357733928,85.5948630966804,16.23455294402714,69.36031015265326
36015,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,4093,271.0,5665,4737,1510.3321033210332,138.40703640361593,115.73418030784266,22.67285609577327
36016,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,4343,1254.0,6137,4202,346.3317384370016,141.3078517154041,96.75339626985955,44.55445544554455
36017,Astoria (Central),468.656395557148,52.563815494849976,7374,1447.0,5216,5977,509.60608154803043,70.73501491727691,81.05505831299159,-10.320043395714677
36018,Astoria (Central),468.656395557148,52.563815494849976,1440,719.0,7114,2076,200.27816411682892,494.02777777777777,144.16666666666666,349.8611111111111
36019,Astoria (Central),468.656395557148,52.563815494849976,688,1449.0,1943,4017,47.48102139406487,282.41279069767444,583.8662790697674,-301.453488372093
36020,Astoria (Central),468.656395557148,52.563815494849976,3344,1527.0,6707,1155,218.9914865749836,200.5681818181818,34.53947368421053,166.0287081339713
36021,Astoria (Central),468.656395557148,52.563815494849976,9695,1396.0,3410,4471,694.4842406876791,35.17276946879835,46.116554925219184,-10.943785456420834
36022,Astoria (Central),468.656395557148,52.563815494849976,7422,1571.0,4373,2468,472.43793761935075,58.91942872541094,33.25249258959849,25.66693613581245
36023,Astoria (Central),468.656395557148,52.563815494849976,8948,1582.0,6900,4486,565.6131479140329,77.1122038444345,50.134108180599014,26.97809566383549
36024,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,1906,1363.0,4716,3992,139.83859134262656,247.42917103882476,209.44386149003148,37.98530954879328
36025,Astoria (Central),468.656395557148,52.563815494849976,6961,1621.0,386,3247,429.42628007402834,5.545180290188191,46.64559689699756,-41.10041660680937
36026,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,2767,975.0,5699,5197,283.7948717948718,205.96313697144922,187.82074448861582,18.1423924828334
36027,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,3521,485.0,706,4640,725.979381443299,20.051121840386255,131.78074410678784,-111.72962226640158
36028,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,7318,1425.0,2283,3747,513.5438596491227,31.197048373872644,51.20251434818256,-20.005465974309917
36029,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,3984,1843.0,4884,5347,216.16928920238743,122.59036144578313,134.21184738955824,-11.621485943775113
36030,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,5606,1022.0,1174,4691,548.53228962818,20.941848019978593,83.67820192650731,-62.73635390652872
36031,Astoria (Central),468.656395557148,52.563815494849976,4035,1429.0,5434,628,282.3652904128761,134.6716232961586,15.563816604708798,119.10780669144981
36032,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,6481,547.0,2730,2517,1184.8263254113344,42.123129146736616,38.83659929023299,3.286529856503627
36033,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,8872,160.0,5121,3149,5545.0,57.72091974752029,35.493688007213706,22.227231740306586
36034,Sunnyside Yards (South),1432.716049382716,61.58833063209076,1684,648.0,4740,2816,259.87654320987656,281.4726840855107,167.2209026128266,114.25178147268412
36035,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,5869,1183.0,4993,1185,496.1115807269653,85.07411824842393,20.190833191344353,64.88328505707958
36037,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,1822,854.0,5589,2323,213.34894613583137,306.7508232711306,127.49725576289791,179.25356750823272
36038,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,4158,1504.0,1754,2352,276.4627659574468,42.18374218374218,56.56565656565657,-14.381914381914385
36039,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,620,1463.0,1824,4797,42.378673957621324,294.19354838709677,773.7096774193549,-479.5161290322581
36040,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,9627,1554.0,3503,187,619.4980694980695,36.38724420899553,1.9424535161524878,34.44479069284304
36041,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,8558,1446.0,417,3433,591.8395573997234,4.872633792942276,40.1145127366207,-35.24187894367843
36042,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,3301,1185.0,2608,5401,278.5654008438819,79.00636170857317,163.6170857315965,-84.61072402302332
36043,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,2101,1451.0,113,3419,144.79669193659547,5.378391242265588,162.73203236554022,-157.35364112327463
36044,Astoria (Central),468.656395557148,52.563815494849976,6571,1490.0,468,438,441.00671140939596,7.122203621975347,6.6656521077461575,0.45655151422918916
36045,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,9383,832.0,3524,3910,1127.764423076923,37.557284450602154,41.6711073217521,-4.113822871149949
36046,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,344,1705.0,2571,5486,20.175953079178885,747.3837209302326,1594.7674418604652,-847.3837209302326
36047,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,9883,1531.0,6417,1572,645.5258001306336,64.92967722351513,15.90610138621876,49.02357583729637
36048,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,3485,360.0,7315,5785,968.0555555555555,209.89956958393114,165.9971305595409,43.90243902439025
36049,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,6830,199.0,3197,3248,3432.160804020101,46.80819912152269,47.55490483162518,-0.7467057101024892
36050,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,9905,199.0,7748,5440,4977.386934673367,78.2231196365472,54.921756688541144,23.30136294800605
36051,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,308,1060.0,4278,1834,29.056603773584904,1388.9610389610389,595.4545454545455,793.5064935064934
36052,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,8914,449.0,272,144,1985.3006681514476,3.051379851918331,1.6154363921920574,1.4359434597262735
36053,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,2960,403.0,4129,1971,734.4913151364765,139.49324324324326,66.58783783783784,72.90540540540542
36054,Old Astoria-Hallets Point,447.98482693219535,44.55264062320999,5443,1270.0,6462,1454,428.5826771653543,118.72129340437259,26.71320962704391,92.00808377732868
36055,Astoria (Central),468.656395557148,52.563815494849976,3013,1492.0,2290,4174,201.94369973190348,76.0039827414537,138.5330235645536,-62.52904082309989
36056,Queensbridge-Ravenswood-Dutch Kills,510.82485625829275,45.429643303757516,2894,1581.0,5806,5274,183.04870335230868,200.6219765031099,182.23911541119557,18.38286109191432
36057,Astoria (Central),468.656395557148,52.563815494849976,7380,1446.0,7192,3415,510.37344398340247,97.45257452574526,46.27371273712737,51.178861788617894
36058,Astoria (Central),468.656395557148,52.563815494849976,8900,787.0,894,900,1130.876747141042,10.044943820224718,10.112359550561798,-0.06741573033708015
36059,Astoria (Central),468.656395557148,52.563815494849976,7536,1043.0,7891,5470,722.5311601150527,104.71072186836518,72.58492569002124,32.12579617834395
36060,Astoria (Central),468.656395557148,52.563815494849976,3187,991.0,7738,2494,321.5943491422805,242.79887041104487,78.25541261374333,164.54345779730153
36061,Astoria (Central),468.656395557148,52.563815494849976,4644,994.0,1119,831,467.20321931589535,24.09560723514212,17.89405684754522,6.2015503875969
36062,Astoria (Central),468.656395557148,52.563815494849976,7119,1390.0,7537,2451,512.158273381295,105.8716111813457,34.42899283607248,71.44261834527322
36063,Astoria (Central),468.656395557148,52.563815494849976,2083,1693.0,5751,2568,123.0360307147076,276.0921747479597,123.28372539606337,152.80844935189631
36064,Astoria (North)-Ditmars-Steinway,540.7873192823549,48.434832100170745,6442,833.0,639,5953,773.3493397358943,9.919279726792922,92.40918969264203,-82.48990996584911
36065,Astoria (East)-Woodside (North),620.9180764113287,46.820926574313695,8687,285.0,3855,2681,3048.0701754385964,44.37665477149764,30.862207896857374,13.514446874640267
36066,Astoria (Central),468.656395557148,52.563815494849976,6005,202.0,4109,2281,2972.772277227723,68.4263114071607,37.98501248959201,30.441298917568687
36205,Sunnyside Yards (South),1432.716049382716,61.58833063209076,7600,,3322,4536,,43.71052631578947,59.68421052631579,-15.973684210526315
37001,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,9042,357.0,1572,1471,2532.7731092436975,17.38553417385534,16.268524662685248,1.1170095111700924
37002,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,5979,1617.0,2625,3117,369.7588126159555,43.903662819869545,52.132463622679374,-8.228800802809829
37003,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,2731,1425.0,3198,481,191.64912280701753,117.09996338337605,17.61259611863786,99.4873672647382
37004,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,3465,976.0,6814,192,355.02049180327873,196.65223665223664,5.541125541125541,191.1111111111111
37005,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,2171,1196.0,395,4313,181.52173913043478,18.19438046982957,198.66421004145556,-180.46982957162598
37007,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,3105,1324.0,7676,1965,234.5166163141994,247.21417069243157,63.28502415458937,183.9291465378422
37009,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,1029,665.0,7795,4190,154.73684210526315,757.5315840621963,407.1914480077745,350.3401360544218
37010,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,7756,101.0,1179,1993,7679.20792079208,15.201134605466736,25.69623517276947,-10.495100567302734
37011,Maspeth,600.4646501457726,40.454290521592824,2066,435.0,4516,2677,474.94252873563215,218.5866408518877,129.57405614714423,89.01258470474346
37012,Ridgewood,382.1497359428394,40.09595613433859,2722,1237.0,2276,200,220.04850444624088,83.61498897869214,7.347538574577516,76.26745040411463
37013,Sunnyside,433.8950310303728,52.224704288277735,3308,250.0,6924,4914,1323.1999999999998,209.31076178960097,148.54897218863363,60.76178960096735
37014,Sunnyside,433.8950310303728,52.224704288277735,736,1496.0,1920,4729,49.19786096256685,260.8695652173913,642.5271739130435,-381.6576086956522
37015,Calvary & Mount Zion Cemeteries,848.2853982300885,44.203821656050955,5619,467.0,4705,3734,1203.2119914346895,83.73376045559708,66.45310553479267,17.28065492080441
37016,Sunnyside,433.8950310303728,52.224704288277735,6208,780.0,7248,1295,795.8974358974359,116.75257731958763,20.860180412371133,95.8923969072165
37017,Calvary & Mount Zion Cemeteries,848.2853982300885,44.203821656050955,3734,1329.0,6026,2931,280.96313017306244,161.38189608998394,78.49491162292448,82.88698446705946
37018,Sunnyside,433.8950310303728,52.224704288277735,275,1472.0,7081,5807,18.682065217391305,2574.909090909091,2111.6363636363635,463.2727272727275
37019,Sunnyside,433.8950310303728,52.224704288277735,8284,1355.0,5265,3783,611.3653136531365,63.556253017865764,45.666344760985034,17.88990825688073
37020,Sunnyside,433.8950310303728,52.224704288277735,5062,1436.0,3851,5201,352.5069637883008,76.07664954563414,102.7459502173054,-26.669300671671266
37021,Sunnyside,433.8950310303728,52.224704288277735,5699,1243.0,3193,5589,458.48753016894614,56.02737322337252,98.06983681347604,-42.04246359010352
37022,Sunnyside,433.8950310303728,52.224704288277735,4315,1471.0,7064,643,293.3378653976887,163.7079953650058,14.901506373117034,148.80648899188876
37023,Sunnyside,433.8950310303728,52.224704288277735,5867,1171.0,3903,4506,501.0247651579847,66.52462928242713,76.80245440599965,-10.277825123572526
37024,Sunnyside,433.8950310303728,52.224704288277735,5296,1776.0,5727,839,298.1981981981982,108.1382175226586,15.842145015105741,92.29607250755286
37025,Sunnyside,433.8950310303728,52.224704288277735,1252,1114.0,6087,4565,112.38779174147217,486.1821086261981,364.61661341853033,121.56549520766777
37026,Sunnyside,433.8950310303728,52.224704288277735,8539,1164.0,7231,3493,733.5910652920962,84.68204707811219,40.90642932427685,43.77561775383534
37027,Sunnyside,433.8950310303728,52.224704288277735,2310,1605.0,1132,1120,143.92523364485982,49.004329004329,48.484848484848484,0.519480519480517
37028,Sunnyside,433.8950310303728,52.224704288277735,1432,1496.0,524,5435,95.72192513368985,36.59217877094972,379.5391061452514,-342.9469273743017
37029,Sunnyside,433.8950310303728,52.224704288277735,7762,1184.0,7619,5245,655.5743243243243,98.15769131667096,67.57279051790776,30.5849007987632
37030,Woodside,516.4304953741656,42.113499332627605,5769,1520.0,5499,2949,379.5394736842105,95.3198127925117,51.11804472178887,44.20176807072283
37031,Sunnyside,433.8950310303728,52.224704288277735,9709,1378.0,14,3817,704.5718432510886,0.14419610670511895,39.31403852095993,-39.169842414254816
37032,Sunnyside,433.8950310303728,52.224704288277735,9041,597.0,4513,4455,1514.4053601340033,49.917044574715185,49.27552261917929,0.6415219555358931
37033,Sunnyside,433.8950310303728,52.224704288277735,8645,1133.0,3597,3300,763.0185348631951,41.607865818392135,38.172353961827646,3.4355118565644887
37034,Woodside,516.4304953741656,42.113499332627605,115,926.0,968,3478,12.419006479481641,841.7391304347826,3024.3478260869565,-2182.608695652174
37035,Sunnyside,433.8950310303728,52.224704288277735,9744,1505.0,1735,1745,647.4418604651163,17.80582922824302,17.90845648604269,-0.10262725779967141
37036,Woodside,516.4304953741656,42.113499332627605,7654,1834.0,892,1555,417.3391494002181,11.654037104781814,20.31617454925529,-8.662137444473476
37037,Sunnyside,433.8950310303728,52.224704288277735,2087,705.0,639,1015,296.02836879432624,30.61811212266411,48.63440344992813,-18.016291327264017
37038,Sunnyside Yards (North),106400.0,47.559274755927476,5009,7.0,7548,4586,71557.14285714286,150.68876023158316,91.55520063885007,59.13355959273309
37039,Woodside,516.4304953741656,42.113499332627605,3052,1186.0,1005,261,257.3355817875211,32.929226736566186,8.551769331585845,24.37745740498034
37041,Maspeth,600.4646501457726,40.454290521592824,9703,84.0,1738,5375,11551.190476190475,17.911985983716377,55.395238586004325,-37.48325260228795
37042,Maspeth,600.4646501457726,40.454290521592824,6048,5.0,4534,5207,120959.99999999999,74.96693121693121,86.09457671957672,-11.127645502645507
37043,Maspeth,600.4646501457726,40.454290521592824,3933,1731.0,2318,1428,227.20970537261698,58.93719806763285,36.30816170861937,22.629036359013476
37044,Ridgewood,382.1497359428394,40.09595613433859,5313,1159.0,4777,5877,458.4124245038827,89.9115377376247,110.61547148503671,-20.70393374741201
37045,Maspeth,600.4646501457726,40.454290521592824,5602,105.0,5250,2298,5335.238095238095,93.71652981078186,41.021063905747944,52.69546590503392
37047,Maspeth,600.4646501457726,40.454290521592824,6385,1358.0,2198,1369,470.17673048600886,34.42443226311668,21.44087705559906,12.983555207517618
37048,Maspeth,600.4646501457726,40.454290521592824,2952,1297.0,5648,3741,227.60215882806477,191.3279132791328,126.72764227642277,64.60027100271002
37049,Maspeth,600.4646501457726,40.454290521592824,4280,653.0,4478,2288,655.4364471669219,104.62616822429906,53.45794392523364,51.16822429906542
37050,Maspeth,600.4646501457726,40.454290521592824,1256,1600.0,5074,5317,78.5,403.9808917197452,423.328025477707,-19.347133757961785
37051,Maspeth,600.4646501457726,40.454290521592824,7433,1693.0,6699,5621,439.04311872415826,90.12511771828333,75.62222521189291,14.502892506390424
37052,Ridgewood,382.1497359428394,40.09595613433859,3988,1521.0,1938,5149,262.1959237343853,48.595787362086256,129.1123370110331,-80.51654964894685
37053,Ridgewood,382.1497359428394,40.09595613433859,4298,1544.0,1869,5159,278.3678756476684,43.48534201954397,120.03257328990227,-76.54723127035831
37054,Ridgewood,382.1497359428394,40.09595613433859,4994,1262.0,5733,169,395.72107765451665,114.79775730877053,3.384060873047657,111.41369643572287
37055,Ridgewood,382.1497359428394,40.09595613433859,1665,1101.0,6200,1151,151.22615803814713,372.37237237237235,69.12912912912913,303.2432432432432
37056,Ridgewood,382.1497359428394,40.09595613433859,6545,841.0,4259,5215,778.2401902497028,65.07257448433919,79.67914438502673,-14.606569900687546
37057,Ridgewood,382.1497359428394,40.09595613433859,2733,961.0,6286,391,284.39125910509887,230.0036589828028,14.306622758873033,215.69703622392976
37058,Ridgewood,382.1497359428394,40.09595613433859,8557,884.0,4010,2339,967.9864253393665,46.86221806707958,27.334346149351408,19.527871917728174
37059,Ridgewood,382.1497359428394,40.09595613433859,6161,1173.0,6258,172,525.234441602728,101.57441973705568,2.791754585294595,98.78266515176108
37060,Ridgewood,382.1497359428394,40.09595613433859,3732,613.0,7066,5929,608.8091353996737,189.33547695605574,158.86923901393354,30.466237942122206
37061,Ridgewood,382.1497359428394,40.09595613433859,4447,1773.0,3210,4247,250.81782289904115,72.18349449066787,95.5025860130425,-23.319091522374634
37062,Ridgewood,382.1497359428394,40.09595613433859,9602,643.0,3149,1912,1493.3125972006221,32.795250989377216,19.912518225369716,12.8827327640075
37063,Ridgewood,382.1497359428394,40.09595613433859,2090,1698.0,5156,4496,123.08598351001179,246.69856459330143,215.1196172248804,31.57894736842104
37064,Ridgewood,382.1497359428394,40.09595613433859,8780,1147.0,4985,5464,765.4751525719267,56.77676537585421,62.23234624145786,-5.45558086560365
37065,Ridgewood,382.1497359428394,40.09595613433859,1605,1159.0,5587,3725,138.48144952545297,348.09968847352025,232.08722741433021,116.01246105919003
37066,Ridgewood,382.1497359428394,40.09595613433859,2410,998.0,2715,2763,241.4829659318637,112.65560165975104,114.64730290456431,-1.991701244813271
37200,Sunnyside Yards (North),106400.0,47.559274755927476,2439,,1668,22,,68.38868388683886,0.9020090200902009,67.48667486674866
37201,Maspeth,600.4646501457726,40.454290521592824,4327,,7125,4487,,164.66373931130113,103.69771204067483,60.9660272706263
37205,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,4744,,2468,3895,,52.02360876897133,82.10370994940978,-30.080101180438447
37207,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,6765,,3164,1162,,46.77014042867702,17.176644493717664,29.593495934959353
37211,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,6789,,828,4551,,12.196199734865223,67.03490941228458,-54.83870967741935
37212,Long Island City-Hunters Point,540.9894238797663,59.10565888405224,829,,4461,2756,,538.1182147165259,332.4487334137515,205.66948130277444
38001,Ridgewood,382.1497359428394,40.09595613433859,707,1360.0,1684,2896,51.985294117647065,238.18953323903818,409.6181046676096,-171.42857142857142
38002,Ridgewood,382.1497359428394,40.09595613433859,8342,1335.0,7349,1779,624.8689138576779,88.09637976504436,21.325821146008153,66.77055861903621
38003,Ridgewood,382.1497359428394,40.09595613433859,7896,1249.0,3563,3056,632.1857485988791,45.1241134751773,38.70314083080041,6.420972644376896
38004,Ridgewood,382.1497359428394,40.09595613433859,5623,1400.0,7979,919,401.64285714285717,141.8993419882625,16.34358883158456,125.55575315667795
38005,Ridgewood,382.1497359428394,40.09595613433859,1710,584.0,7910,1153,292.8082191780822,462.5730994152047,67.42690058479532,395.1461988304094
38006,Ridgewood,382.1497359428394,40.09595613433859,3272,1612.0,4939,1681,202.9776674937965,150.94743276283617,51.37530562347188,99.57212713936428
38007,Ridgewood,382.1497359428394,40.09595613433859,2156,1884.0,2588,5588,114.43736730360934,120.03710575139146,259.18367346938777,-139.1465677179963
38008,Highland Park-Cypress Hills Cemeteries (North),112466.66666666667,39.72055888223553,1847,3.0,1664,1350,61566.666666666664,90.09204114780725,73.09149972929075,17.000541418516505
38009,Glendale,394.19307873222084,43.1624260127604,6651,1605.0,1201,676,414.392523364486,18.057434972184634,10.16388513005563,7.893549842129003
38010,Glendale,394.19307873222084,43.1624260127604,4256,1487.0,6558,3319,286.2138533960995,154.08834586466165,77.98402255639098,76.10432330827066
38011,Glendale,394.19307873222084,43.1624260127604,6016,1555.0,7806,1082,386.88102893890675,129.75398936170214,17.98537234042553,111.76861702127661
38012,Glendale,394.19307873222084,43.1624260127604,3555,1874.0,3859,718,189.70117395944504,108.55133614627286,20.19690576652602,88.35443037974684
38013,Glendale,394.19307873222084,43.1624260127604,8622,1243.0,2751,2061,693.6444086886564,31.906750173973556,23.903966597077243,8.002783576896313
38014,Glendale,394.19307873222084,43.1624260127604,4568,1755.0,2898,1230,260.2849002849003,63.44133099824869,26.92644483362522,36.51488616462347
38015,Glendale,394.19307873222084,43.1624260127604,131,1534.0,7228,3480,8.539765319426335,5517.557251908397,2656.4885496183206,2861.0687022900765
38016,Forest Park,1784.5915841584158,44.991878722252295,4040,181.0,5997,4631,2232.0441988950274,148.44059405940595,114.62871287128714,33.81188118811882
38017,Forest Park,1784.5915841584158,44.991878722252295,8342,1435.0,3307,1631,581.3240418118467,39.642771517621675,19.551666267082233,20.091105250539442
38018,Woodhaven,430.6360930437658,38.5980341438179,7040,889.0,7551,2560,791.9010123734533,107.25852272727273,36.36363636363637,70.89488636363637
38019,Woodhaven,430.6360930437658,38.5980341438179,4745,1460.0,300,2129,325.0,6.322444678609062,44.868282402528976,-38.54583772391992
38020,Woodhaven,430.6360930437658,38.5980341438179,4412,1654.0,1852,286,266.7472793228537,41.976427923844064,6.482320942883046,35.49410698096102
38021,Woodhaven,430.6360930437658,38.5980341438179,697,1240.0,3994,2776,56.20967741935484,573.0272596843615,398.2783357245337,174.74892395982783
38022,Richmond Hill,552.9172977885489,35.360419397116644,5217,1113.0,5507,4649,468.73315363881403,105.55875023960131,89.11251677209124,16.44623346751007
38023,Richmond Hill,552.9172977885489,35.360419397116644,8883,1349.0,3104,5095,658.4877687175685,34.94314983676686,57.35674884611055,-22.41359900934369
38024,Woodhaven,430.6360930437658,38.5980341438179,9676,1154.0,5626,725,838.474870017331,58.14386109962795,7.492765605622158,50.65109549400579
38025,Richmond Hill,552.9172977885489,35.360419397116644,4596,693.0,2488,2608,663.2034632034631,54.13402959094865,56.7449956483899,-2.610966057441253
38026,Richmond Hill,552.9172977885489,35.360419397116644,3781,1426.0,4877,2418,265.14726507713885,128.9870404654853,63.9513356254959,65.0357048399894
38027,Woodhaven,430.6360930437658,38.5980341438179,9316,777.0,1809,5903,1198.970398970399,19.4182052382997,63.364104765993986,-43.94589952769429
38028,Richmond Hill,552.9172977885489,35.360419397116644,7650,1576.0,4067,5384,485.4060913705584,53.16339869281046,70.37908496732027,-17.215686274509807
